LAT,LON,grid_df_id,area_km,is_land
-51.25,-106.25,2189,48365.61880071541,False
-51.25,-103.75,2190,48365.61880071541,False
-51.25,-101.25,2191,48365.61880071541,False
-51.25,-98.75,2192,48365.61880071541,False
-51.25,-96.25,2193,48365.61880071541,False
-51.25,-93.75,2194,48365.61880071541,False
-51.25,-91.25,2195,48365.61880071541,False
-51.25,-88.75,2196,48365.61880071541,False
-51.25,-86.25,2197,48365.61880071541,False
-51.25,-83.75,2198,48365.61880071541,False
-51.25,-81.25,2199,48365.61880071541,False
-51.25,-78.75,2200,48365.61880071541,False
-51.25,-76.25,2201,48365.61880071541,False
-51.25,-73.75,2202,48365.6188007164,True
-51.25,-71.25,2203,48365.61880071541,True
-51.25,-68.75,2204,48365.61880071541,True
-51.25,-66.25,2205,48365.61880071541,False
-51.25,-63.75,2206,48365.61880071541,False
-51.25,-61.25,2207,48365.61880071541,True
-51.25,-58.75,2208,48365.61880071541,True
-51.25,-56.25,2209,48365.61880071541,False
-51.25,-53.75,2210,48365.61880071541,False
-51.25,-51.25,2211,48365.61880071541,False
-51.25,-48.75,2212,48365.61880071541,False
-51.25,-46.25,2213,48365.61880071541,False
-51.25,-43.75,2214,48365.61880071541,False
-51.25,-41.25,2215,48365.61880071541,False
-51.25,-38.75,2216,48365.61880071541,False
-51.25,-36.25,2217,48365.61880071541,False
-51.25,-33.75,2218,48365.61880071541,False
-51.25,-31.25,2219,48365.61880071541,False
-51.25,-28.75,2220,48365.6188007164,False
-51.25,-26.25,2221,48365.61880071541,False
-51.25,-23.75,2222,48365.61880071541,False
-51.25,-21.25,2223,48365.61880071541,False
-51.25,-18.75,2224,48365.61880071541,False
-51.25,-16.25,2225,48365.61880071541,False
-51.25,-13.75,2226,48365.61880071541,False
-51.25,-11.25,2227,48365.61880071541,False
-51.25,-8.75,2228,48365.61880071541,False
-51.25,-6.25,2229,48365.61880071541,False
-51.25,-3.75,2230,48365.61880071541,False
-51.25,-1.25,2231,48365.61880071541,False
-51.25,1.25,2232,48365.61880071546,False
-51.25,3.75,2233,48365.61880071546,False
-51.25,6.25,2234,48365.618800715456,False
-51.25,8.75,2235,48365.61880071548,False
-51.25,11.25,2236,48365.61880071548,False
-51.25,13.75,2237,48365.61880071544,False
-51.25,16.25,2238,48365.61880071548,False
-51.25,18.75,2239,48365.61880071548,False
-51.25,21.25,2240,48365.61880071548,False
-51.25,23.75,2241,48365.61880071548,False
-51.25,26.25,2242,48365.61880071548,False
-51.25,28.75,2243,48365.61880071541,False
-51.25,31.25,2244,48365.618800715536,False
-51.25,33.75,2245,48365.61880071541,False
-51.25,36.25,2246,48365.618800715536,False
-51.25,38.75,2247,48365.61880071541,False
-51.25,41.25,2248,48365.618800715536,False
-51.25,43.75,2249,48365.61880071541,False
-51.25,46.25,2250,48365.618800715536,False
-51.25,48.75,2251,48365.61880071541,False
-51.25,51.25,2252,48365.618800715536,False
-51.25,53.75,2253,48365.61880071541,False
-51.25,56.25,2254,48365.61880071541,False
-51.25,58.75,2255,48365.61880071541,False
-51.25,61.25,2256,48365.61880071566,False
-51.25,63.75,2257,48365.61880071541,False
-51.25,66.25,2258,48365.61880071541,False
-51.25,68.75,2259,48365.61880071541,False
-51.25,71.25,2260,48365.61880071566,False
-51.25,73.75,2261,48365.61880071541,False
-51.25,76.25,2262,48365.61880071541,False
-51.25,78.75,2263,48365.61880071541,False
-51.25,81.25,2264,48365.61880071541,False
